id,flag,round,team_id,service_id
3943,407D37JCE3IJKHEOWKW3VPKJOWY32GB=,62,4,6
3944,I5ES3QHH3BQ9BZ1PZXNCSA8ZPPABAW1=,62,4,7
3945,CM1NHBRBN6VO4PTD9ZKD2AXTFFZTOPS=,62,5,0
3946,I5ERDY9QDS3MXFV9KX1WHO61H0SXKGQ=,62,5,1
3947,D0C31UL5Z4J5VVF5ZICGVZFGDC7QIGQ=,62,5,2
3948,W2RSCFIRM12CGRWTJOL0U7GRZ21DA8O=,62,5,3
3949,1M1U2MTNXYRMP3FMWS607GC3PXQ58DU=,62,5,4
4497,0Q2FR8AZ8DUXU7Y3L5NV39X242GEF42=,71,2,0
4498,EDD2ZETNMV7ZM5RRM36FXB8UZ8YKGN6=,71,2,1
3952,PK52MMBTHCLDTKBUIRPGEPWSOCAFD5A=,62,5,7
3953,XS7ETXOTGTAVBZWFOD3649OXO2WX7UK=,62,6,0
3954,GYBASHT8OH6997QI8UU4JN69BB4XR5I=,62,6,1
3955,7O42PWBREEGVDENAY6H84X4ED3MGYYS=,62,6,2
3956,RMLK358ULSSTYW9USRV6BGXOQA1SVR0=,62,6,3
3957,LZ9QTR8XCXZE0A0G6F1ODVM9HNN0NST=,62,6,4
3958,QB8GI53E4BYTHGJR787WZAJ147R11LZ=,62,6,5
3959,R73IY38TCU9XPFZENM0AKQ99HUL1ZW3=,62,6,6
3960,O5DQ2B72A105H63AB0QTZBIAD408GMB=,62,6,7
3961,UPSITTG1PMSPQ8VALN9HBE08I4YZ16M=,62,7,0
3962,C137WNXK3A7XZVR55429R69Y0MVCUJV=,62,7,1
3963,EOV7D7UPOHQP7RHWFFFKQORCRWH5HYN=,62,7,2
3964,QHD7HXAGZD8NDM5NV74MTH1LOX3GG39=,62,7,3
3965,GGMPWPQICVWUOAI7DBF6OVSLWWWHB65=,62,7,4
3966,QQP8L2EZL30GPBMKXBGAC2R7HUBRM2J=,62,7,5
3967,E3NTIM9TE1LOIDZZ7RVJDLGWHUYXVTD=,62,7,6
3968,STT5CS4CR62YKIK5LQSFWYCHF2ZD6JY=,62,7,7
3969,MNNEDA6ELAUIU2F5KD0K9L6FZJ9ZRTC=,63,0,0
3970,Y0YN9K3H480LP6BB90HTJV344WIMR0H=,63,0,1
3971,BOHBGBXK1CGE6059OVA6CTGZTX77KIE=,63,0,2
3972,H8KB18SQZC6E0ZSD6J0H5ET53LIGH3C=,63,0,3
3973,JHE7D4OITLSYZK443T59TCF7WCXI1M5=,63,0,4
3974,ZUG9Q19V3GA6BT5KFCE0Z3Z6GP7SCYK=,63,0,5
3975,1ZZUV14NGXP8VKAX25S7UCG8A33TZQO=,63,0,6
3976,69NAB1ABT59E69HDBOLTBJ41RQF15XO=,63,0,7
3977,KICSAEU4OLEFEZ3NDKNMFH652H5LECE=,63,1,0
3978,BTTCWN9D1RMBFZE4EMIE50KTN90SX8N=,63,1,1
3979,U0ZWBDWW1ZQ5BFVOO4P9EKZER5YOSOO=,63,1,2
3980,N6I4W8PGJ6K20OUIBQC2KA7RDNBXXJB=,63,1,3
3981,0N1I1263DMOTN3XFXGBA8AFIU353A02=,63,1,4
3982,PXKHSWB7PJWPUOQMY4IXV059M0BJD1S=,63,1,5
3983,P8UPPY2HBI5Y67UDYBUXA12X4C7A8T0=,63,1,6
3984,TGRG3OS8FNQJ5UHD5R8PT9YQD9U6SWD=,63,1,7
3985,3XMRWL2O00UHWGZ80QR9VYSID5W0IKV=,63,2,0
3986,JQUPHEBFZPKA92G4SJ0XU0BLMA9OF4X=,63,2,1
3987,LBL0KB0UCFDQ8LPMWYC707O15VFY6ZN=,63,2,2
3988,VV5K7MD8MNS635C9ZXVVXIRVDND5HZK=,63,2,3
3989,DOE93MBLXN87CDKEA0DECTAVSJHF5IO=,63,2,4
3990,14PFYW0Z9XPZBUBQCMCEKOL3Q2IZE2Q=,63,2,5
3991,IZ67DV6JT4B0038NQ62Y0LZ98WZT93W=,63,2,6
3992,KU8OI8YZL3RKGBXP71GR30SQ3TYNAF3=,63,2,7
3993,YBZL5REXL8XM3VGVOZWR2MYNSZ7R0WJ=,63,3,0
3994,0P35F7T4UOKDYF2NKQYV1DY2Q5NL4Q9=,63,3,1
3995,HPUT0A4OLL3TU56HOVM58FEFHZPA72K=,63,3,2
3996,OND9XHTZ9YY57HHX3TI08LUHBCM0S14=,63,3,3
3997,S06DG04GBVVYEPQZYCTEG38HT2PLZT8=,63,3,4
3998,D76B0BXTEA0BREHNK06O5F8CNYZLRTV=,63,3,5
3999,AWQAVOJRG0MNM6PFN6RJ7F8MDJ4LLRY=,63,3,6
4000,V4XVA04ZQ2LLGPSHTRUAZML198INL0Y=,63,3,7
4001,L6XLEZKHYI4PQJUEVTSEU781M2HDCKS=,63,4,0
4002,4I5JRU0B4OCFSBG4DX5SMFWPBNST2L9=,63,4,1
4003,T1D0B232NWWAH16CHC1BKROY02H88JW=,63,4,2
4004,3EMTZ2Y2YE86HGMJHPO3PKB2Q55AXL2=,63,4,3
4005,R1AIJJXBBBHRQMGVXML13450BKY0C3Y=,63,4,4
4006,Z9HFIZ1QCZRQSGU3FGX1N5032ACGI3N=,63,4,5
4007,D1JTEPA73POKR4OKGCBO1F8ZDWFQS5R=,63,4,6
4008,MMQC7RLQIZ9E53VRL9Y7J7FTHRZ17OE=,63,4,7
4009,9LZ3JTDLZJIYBIPAEWBLIS3LEPSTUQW=,63,5,0
4010,OX376T96XIVXTFI5B2JS30KT9A68R1C=,63,5,1
4011,8FKVMA5AT9GVVMSMTG3NPWPUXUU6641=,63,5,2
4012,VFXDWAY4O8YB3V3RS6TV6TDU138P3GG=,63,5,3
4013,EFMYNS8OP3FJPPWO53PUFU5LVDIAU7D=,63,5,4
4014,AN3RKHPPWX20KCED16PQ71TCHMF1UCE=,63,5,5
4015,POWDZS249Y8HOLORT5VASLQUT15SMHL=,63,5,6
4016,8QPYC4ENH8EVCKIM6763V4EWVFW2FD7=,63,5,7
4017,EE6NTS6P9GR5ZDY8VF3M90YAG2GBDF2=,63,6,0
4018,IV3QIAFF375VJ1EYCYLSS5XD8S8651Z=,63,6,1
4019,SJXGNOOSLO9EXS1OUV1ORGWDZJNTJA4=,63,6,2
4020,HP5AC4Z3CUSSV9EIJP9GC4DQG5LOD0Z=,63,6,3
4021,Y4RPY0D7N0QUUQDTBHY8PYTC19XU2JE=,63,6,4
4022,VY2SQ6DS8MK3JCVA5HSTHXZG4TJ7AQC=,63,6,5
4023,H286ZWWWE6Y6R8GPC09J4VI32ASWGAV=,63,6,6
4024,569APKZ1AJ2LIYXW6YIUF30179PAYGR=,63,6,7
4025,UTJW1S910863WEXR6JH6OLSBIYGFXRJ=,63,7,0
4026,I9RD2HPNR4SCG8FDUDM6KH8ZR66ACLH=,63,7,1
4027,W9LTXV958ZKINWV3PXTYC0949O2SNO7=,63,7,2
4028,6OACGXMJMK80RTYHUPZ0BR8QRK1Z8M1=,63,7,3
4029,MFIO3V51HIY2KJHRHDCSIOXPA6OLGA6=,63,7,4
4030,9SIOA04WCSVHDAS2G9X33N9KGTLS5KC=,63,7,5
4031,EQCBBQKM9IZCI1YPLT1O3PGBHQTJLO3=,63,7,6
4032,LKVXUEX2MFR6SWZWMKGZGITUDQC5QI9=,63,7,7
4033,D9IXMCP3CA8RBVYTAPG0XJUF4SRTK34=,64,0,0
4034,ZR7XOOQUS5ZPGIGT31SJJVYB0OGE3V4=,64,0,1
4035,FBGAC5K3FPNVGX60Q8QU5KZ9PR44CDE=,64,0,2
4036,28BUAFNPB153STCNQJ9WRKZ7LE4VNRM=,64,0,3
4037,V423M14HUQP17AS0N1H25BZC6SUU1AQ=,64,0,4
4038,ITEOSU1F3DFEDE0CJ8DF7GSY0UUUAB3=,64,0,5
4039,XZ0BS1QHDUAPC6ED0KKQNJZ45EOM055=,64,0,6
4040,BMUSQP6TRUPX5GBM5LPRM3D1AE23FMK=,64,0,7
4041,WA3B1APSD6NI02RRNMU61U8O6WCJ66E=,64,1,0
4042,25FUFUBUF8J9JHR7VUA0TEKAH9W9K5S=,64,1,1
4043,K4Z49UG3I77XD7F7I85PF0Z9ESC3O6Z=,64,1,2
4044,CJLRQIWKZK81OG3BB9A3KCXY8JLA5EX=,64,1,3
4045,F4RA5OFNCI8ZRF9BG88GOEAY1TRMFAU=,64,1,4
4046,7XWHWWLR64BRKLD375EDDAQFJ6TXUYG=,64,1,5
4047,RSX4C2D2SR3OKC82PWFKL6HUQDYARM9=,64,1,6
4048,QIP3C06PN0XIZJSMLZWW83BFPL2OWFE=,64,1,7
4049,UQSHV8BU6B38QP40QWML7IEFVJ4XSON=,64,2,0
4050,C023JKVJWFOH8JYU52P8ZRWHVE1294F=,64,2,1
4051,BM9RT90LSVAZATRLHXX1Q0XSY0DM0DU=,64,2,2
4052,A48JP8I29WZJ2Y8BG7NA7K3D8T72A25=,64,2,3
4053,GIWSVLJHDBBD9GWDA0QCBCOCO5J0TGI=,64,2,4
4054,8TXY4LFYEFUMU1YIMOES47SINLYF2CM=,64,2,5
4055,V5WWNDD3CE9L7Z5I4M9W9QS2VLQKQR7=,64,2,6
4499,N5ZIJQQOGQMDXU7VFU88QQINNZNI1RD=,71,2,2
4057,G942TZMW4U8XFVK0QKCE8UMAW8ZIIVS=,64,3,0
4058,C8WPGG2B75Q4WISILXRH1IANT1RSX16=,64,3,1
4059,MHN444ZLZJSKCALR7UPZ7JFEAGMQ4VK=,64,3,2
4060,LUTIXJZL53Z47RNWL16ZJ2S3W6M04XB=,64,3,3
4061,VNR5UYCJW8WALJD9Q2NIR6RY0ZY69JH=,64,3,4
4062,XBYHMQY81KK78CKRTER114U6VPJ77QU=,64,3,5
4063,YFHXBAWAD8YFYB36FNEKNPXXRXCPZ5E=,64,3,6
4064,CJLNQF1TJX070YXOH9MO1S65P4IQ3BN=,64,3,7
4065,JOXXGXP8UQID0PH14A3H6E7BJGM6OVC=,64,4,0
4066,1SY7B8QEQDOKUYQLH2WLCTJAOQZ4WIU=,64,4,1
4067,VRW0VAXN74XLC7UVVAQ2CJTH20VBWZ9=,64,4,2
4068,SDFKX9FXB5FHE9YTGUTOC99WU90FJM6=,64,4,3
4069,XPGU78M6TMZCI53O1JK3UWWH8RI08CW=,64,4,4
4070,9SL4LBQZYC3TY6SBHBV3527N9OO87G8=,64,4,5
4071,AEZOENHRKPOD9OIVVN39BFYB0TKOQ4U=,64,4,6
4072,PONOML0IHILK587O96JHUGY69NRJU3Q=,64,4,7
4073,600YCKZ9735CVKPDHLVCZYBCS6HZVS4=,64,5,0
4074,8ZU0JHW01G58NSPYO6W0O8TD6SBPMSH=,64,5,1
4075,2O58Y61DY9JB30WSUORHEQOMRF9HPB1=,64,5,2
4076,344NCK9XXUBGN1T0EGUSVOH8QSOGJJR=,64,5,3
4077,FNOF32ZRJ9L0PQU531Y48TK44JZ0CWM=,64,5,4
4078,QBA8D9NJI0MSOFZTW0TRIGSRGDV9YN3=,64,5,5
4079,DBJ22258KBU7GTZAQBHNKDVJ2TE1M06=,64,5,6
4080,425089WBDWPF51RI039587Y4YN98ZL9=,64,5,7
4081,37GV05MO1AV8GABAGRXLOGNTHBQU8Y4=,64,6,0
4082,LNAXMJ64NZ1EOYTW7BW8DHRTSUVDP8G=,64,6,1
4083,IMENYHC9T259HGTC152IHUW1NGLL300=,64,6,2
4084,FYTJ4RIX7IM9O5L7YSU28XNS9C9V67W=,64,6,3
4085,F4H6T8XFJCA06XWMR1LC7XRQAY0V53K=,64,6,4
4086,U3WU8D3XZ7PHJAWZ3MVEFXQ17HXYLB0=,64,6,5
4087,65ISTVYQVM2WQLH793C8N3WCR04EONN=,64,6,6
4088,OBDZD6WGDC5C1BBC76DJ3ETQ6ISP08X=,64,6,7
4089,165RDC79BZESH9VVW4YGTP1JV9YMF64=,64,7,0
4090,5B8HQEU6WMOR1AATGYIAX50XEDU52MO=,64,7,1
4091,CF4MOJQDK4XV5NLUFPF80GSLRFNR7BU=,64,7,2
4092,CA3ULF4DOOZW3TMTD01532M99IARRUJ=,64,7,3
4093,4M9DDAS6Z6Y74U5X3QQPG756DCVJVF7=,64,7,4
4094,JY6WBYSPCUGGTZP3NWAFD9HGV5Y2S0K=,64,7,5
4095,PWQFXHELSWBMLR27AQBR3TWEI0G6WEW=,64,7,6
4096,2WG0YPUD8WT8UW46CIWMEJU1BY3I5XE=,64,7,7
4097,WQIJADCCSP1QROYR716Y51S8CPWNUIF=,65,0,0
4098,33DP9JEM3YZDEP2TGSFSWB8SB8IS4UF=,65,0,1
4099,NI4TXLHD3KU5BLOT4VO0NG35EFSIU15=,65,0,2
4100,I7MXESD124SAXZCDU0CWNAKQRORVL8K=,65,0,3
4101,5WS0SRYCWT0XMVJ3XV1HXG122Q7QT2A=,65,0,4
4102,9PVPGJKRG34UXOFLYDDWCJXFKT3ODXL=,65,0,5
4103,EDBMDHQM30EOFUHDNCFCMMX7GRBCA7C=,65,0,6
4104,F909EDKP5YE7QV9THT881XYEJV5B4LM=,65,0,7
4105,TAEWHTZ2OR8Q2DGW96L146NKGHITJJ8=,65,1,0
4106,I4P063ZBTHGRBC6YJKOE97293S6N92T=,65,1,1
4107,DNVKIMFSJ3EJHZ201PXCDR3J79SFH02=,65,1,2
4108,7EPS9D6HE9R752WJCMRAWBAF09RKAU7=,65,1,3
4109,L5V962F5NGB1SINAA1EAICF83NS5MTY=,65,1,4
4110,JTS4M1JRTAA6SGUCKDKGMCX7F0FAPG0=,65,1,5
4111,BJ1QR33RA3X9JVGGLC9F08NWVLSRDFW=,65,1,6
4112,RC8N79RHZXJKZGBSO8QMSZGDZ26QEZM=,65,1,7
4113,0IS3KY4P9ZM3YIAAV00YRF593KCSY4H=,65,2,0
4114,YEG6J8U3PGY2ONHIDZ6BQ9MEJ382EW7=,65,2,1
4115,153YP2TTYLTZCFLR468WOIMA8Q454MG=,65,2,2
4116,4E655BFD9452ZGQ3Z6J9GT8CPFPUP3L=,65,2,3
4117,H9O6OV52P6K72S5SG1HEWJHI7DYR87U=,65,2,4
4118,57R2S4MRD3KK04M7QMTHGW23MSWZ0NJ=,65,2,5
4119,OGTU27IUU35XBUL10TTGY1860X9PSNN=,65,2,6
4500,OZEGC7804QR1ROJOCHPAABLRUUXZ3G0=,71,2,3
4121,X28WUE6LM12PHB34FGE6NDIGZ2J5DNQ=,65,3,0
4122,8ANTK27WY2TXYQ77OUGGBT6LYIJP7FO=,65,3,1
4123,BKHRSV4E5SDDLHP9RXPXHXIKND4AUAN=,65,3,2
4124,P97FQKTIDEAW3TMG380594HTSUZ9XTR=,65,3,3
4125,3QORYVCO017SAKCC13HWVJENC9GJSZV=,65,3,4
4126,9GA0IBSZ98Q9MMPUFO1VB47EXTGLCL4=,65,3,5
4127,KZL1S9Z2K4HAC1YCRBFT5J30NPIOQ7T=,65,3,6
4128,UF1N6TXQWGLL0VOWRZ1AB800RGW6XWC=,65,3,7
4129,SK6CZT6MY7QQV1FMDEP3FKVA86XVUND=,65,4,0
4130,HIUN040PZELNGUKYIMF17XTWUFLWA4G=,65,4,1
4131,L3RLSOW8C95KJO86QZEPW15AJ7WJZP9=,65,4,2
4132,VNPXX86Y7JT8CT3O2LGVBFYVRHSLXIW=,65,4,3
4133,JW2D8H9DCH6KZSH1LJFJQQP8SJN62TH=,65,4,4
4134,3X7R6EMI3WLXTY1XQQA4M4YSWV9QFP0=,65,4,5
4135,5D7OM95L35SG2EV4BGP6IO8UGUQKMJF=,65,4,6
4136,R50K4OWJA1S4VQ8CDBCVD54BCRGDHAX=,65,4,7
4137,JP0JENPAWXFGD5U6JNGUL2VSQ9LASQN=,65,5,0
4138,WQ3E0X06L1ENHLFH3FJWC8H4GIXO3MQ=,65,5,1
4139,CUJJAO0S6YNAYIQ11WAG3C4EINM6OUK=,65,5,2
4140,0OKH4CWQ1OTWR8EL2B8FO3CGHCKYYNU=,65,5,3
4141,O83GBQ5F0NFOIUS4KVO40PLWA1AE0U1=,65,5,4
4142,KJALMDAD5QBTDIX3FC1FV0QH0L0EFCQ=,65,5,5
4143,VQFKXXTWUY95T2HXHZXCP01SOP6NVW9=,65,5,6
4144,CBD2M6TZ95TLVCWK2WW70KHBN8SDEJW=,65,5,7
4145,CL2W30WO0J7AWL8P0T22FXEMAMK560V=,65,6,0
4146,2YZSGWGHAQS3WAHQHDLQTEQTJ84ND19=,65,6,1
4147,ZCMLDCYF3C43Y5TNBR4YVBNMO0UW7JI=,65,6,2
4148,E5C5JH2WKHCCYJSMWM08N0QE2ZKYCIQ=,65,6,3
4149,9O56IXMU24GZ0HPY7KGR3PTDR1457LF=,65,6,4
4150,0UAE1MULTAXTY2BEY5074UG6LJ3LVKS=,65,6,5
4151,G4RFWFOF0PQHK5JCA6XLP47ADTBL8DI=,65,6,6
4152,XR5PEMUNIDVL5OKWQTKXAZZUYID1JVF=,65,6,7
4153,58XP04V785V7S3FLZ69PAAZL83LSBN5=,65,7,0
4154,8I1M4OO7AIQZH7SR4J2CYQEJ8YW94QI=,65,7,1
4155,2J1J8IBX2FKWFE6HKAF3L8CESOCOLAG=,65,7,2
4156,37P6W5AJ6A9111HBS8BJT2EM1WRXAH0=,65,7,3
4157,I10F5FPIIF4WNQLICI2KWAJRLNS6RDS=,65,7,4
4158,2GVK1FLOUUQLI6HUK3RC011ANMLM15G=,65,7,5
4159,CTH4PP8TUXZ4P637TLEEVXXF289LTWA=,65,7,6
4160,7QVT1LWRNQ4K2W0N4LGGQIK429BZIUX=,65,7,7
4161,RVJATOYZOYM8X8SXO99MUOH1ADUS957=,66,0,0
4162,P1F07V0QVONAFP8W9JOXMG9O4K35NFB=,66,0,1
4163,BPC3YCLXFJ8WEN9UK7PI24XCL39DIIN=,66,0,2
4164,Q7TY3C5MEYGEXC5UIX06FX63U3K561A=,66,0,3
4165,V3MMKUAOL9NJCARV3QQ4YQORRGFYPZJ=,66,0,4
4166,D892OJNFHQEK78WAR83HR66IFEPWPRG=,66,0,5
4167,VW71O6BAEB9QB8643OF0OFBDJDJCBKA=,66,0,6
4168,LQMAAOKTVNRY3JD7881X8HBEOT4N82V=,66,0,7
4169,VTNEEN5WH5BMJQEOE2PGFB5DJU8GL9S=,66,1,0
4170,UE8ZH8QXB001DT79QW9W3G4VYYJRA4G=,66,1,1
4171,VRZS0ZIVE6821A2MTYGMCWGS6CEI6KU=,66,1,2
4172,QGJ2383F9M8EVD3ZHOR3WPND3XAIPGZ=,66,1,3
4173,8RR6H3V7YOR23HAM2Y4N0RG9SPGV293=,66,1,4
4174,OP8X5M2UNTQEDGYT0J1SYXC5T95NJ2L=,66,1,5
4175,FNPET3F6NWEUMAAIF6FZ17FPZGTP8B6=,66,1,6
4176,4PYA32YDMJ25O7QGHA90I71GYRQ9OQP=,66,1,7
4177,N5ZPZ0WVENUOSF23C6L0EVY8QSG4BTY=,66,2,0
4178,S86NZSUA6SYHORTFI9B8DN90SBCXQM0=,66,2,1
4179,CTUBM026BXTVR08XKHVXIC1SHBSNCR4=,66,2,2
4180,PA6GDI8I36KAWH5714UZ14EXG8ANM5N=,66,2,3
4181,D0H74Y063XMV64WO16WD080R8HX99JR=,66,2,4
4182,Q610PZFOPTC8QWLS8UFUXFUUIBDSPGG=,66,2,5
4183,SQAG0ZWR9M5A0X2SO9OUBGCQJ4UM27R=,66,2,6
4184,WJ1GDWI5ZPY4LEJT5W8EBBQU5ECU90C=,66,2,7
4185,NZHCIKPKVYJXF1N5FXH5U6K7OYJJP7O=,66,3,0
4186,MHBPJ84AO0GCA8PQ4BC61E8WCZJE8I8=,66,3,1
4187,B1Q8PL3X4OGDW9ZP3AESDLIOUDSWWPW=,66,3,2
4188,ZSNJDEGU5IAKDU9KD8COXHT80WO7EMZ=,66,3,3
4189,F1UIWMZFUIKR4H62URDEXTY37SVJNTG=,66,3,4
4190,XXGV6X8K7QNXSO4L9G2SAZ3DECGIAOH=,66,3,5
4191,2XUXMEVOOV78X5NR5QKYK5P340HEPF0=,66,3,6
4192,Y66K3RSKAB7OBJPFJ5YVQ631G9M16X8=,66,3,7
4193,RO9N1N58FD1F71ELSWA0Q34OQFG9T8H=,66,4,0
4194,A0MCWM86YLO2V0I1FS2NPT2D5KMN62D=,66,4,1
4195,Z4MJ3FRI945W66BF75F036RQ1DQZKH0=,66,4,2
4196,FFRD53T7OWPBII5J43LZIPMX5DRPD7Z=,66,4,3
4197,ZZAVUGHU0UM94XYYDKR6OO1I8DT5YMP=,66,4,4
4198,JAXCF4FDEZX2C67DUI3DKV8EF4W5D2G=,66,4,5
4199,4IIWQYHYZH9BQMINQK11T3JAQG77A0S=,66,4,6
4200,U6SBFHW9DWTY6XBKAAP9NS6808VJI7N=,66,4,7
4201,92LFWDS2N4QQWKA6FN5JT2PQDGCZIXY=,66,5,0
4202,11T8GS5UFIUECMZ4KHM971LJOQAAZN5=,66,5,1
4203,M2G8AD24FJB8XR4FYAO3NJS3GLBIK13=,66,5,2
4204,CHQB7P7GHXEUCCIPLL207ZXNXKBDICB=,66,5,3
4205,7M4DLQSLRPYJW2GSN40SJ8C6J9V0WFP=,66,5,4
4208,YLK7U619P1BTREEQ4WMAGH0LVUTVHXO=,66,5,7
4209,D3M3RM8C1R0SHEUXSUCU4ZO10BZVTNW=,66,6,0
4210,WHHFXBE54XYZBDAAXS9YX0SYDNBW9H0=,66,6,1
4211,3XO8C8MRVRUW0DYS9SWDEMXAS2OGXDU=,66,6,2
4212,P6IG0CKD6NNPR8NKZIKIYKDFTYMSHBW=,66,6,3
4213,DWZYVV5YALQ35DPWBZWLQ30DYMT0BOA=,66,6,4
4214,4EWMUKUAAEL5JLP7BD40N3NHIIOBW6Q=,66,6,5
4215,3PB0A73KLHBPY0G0UEOXX3OFHNJVJOP=,66,6,6
4216,4CE93BG3J4GVA7VX763H5VK9S6YZ9DR=,66,6,7
4217,KWVJHOJJMGM7MW6IS6R29SXKSSPWK14=,66,7,0
4218,DSI5B7H3PRYQZ6836PR32KY0NLU7P1D=,66,7,1
4219,YIHVCEDOQBGMI5NTXNRPR5U49RPSSZM=,66,7,2
4220,DPED9SV6EHSEBWL209ADVGLUHE4FKPJ=,66,7,3
4221,1051DQK91FXLDX21ODBLZR68JXD7L9S=,66,7,4
4222,W2E4KG9J2CNJOXWHHKCQYE6PIQU4K5P=,66,7,5
4223,UXVLDPED1LVB6D7RJWNQ2GLFPLL6S4C=,66,7,6
4224,IOKZWOPK6389V0ORS3T8VXB9OJJHJIO=,66,7,7
4225,51PSTKZ2APPIVQBAVPLN1Q7FT0VMH2G=,67,0,0
4226,RLW4E0CNTVW25IIDP0RNQJU34M6ENWV=,67,0,1
4227,AEBDFB4LXJ8H2R540E1Y7EEH3OMZUC0=,67,0,2
4228,BL11JFPP2OAQCPWICDIW98QN88BZWRK=,67,0,3
4229,KRZU0CAPUL2074VZX2A6OT766GMQD19=,67,0,4
4230,J8I1AH9MFXI0A9VJBWSEUUCPESDG3RX=,67,0,5
4231,Q5JGCPLMVE1P67K6JAYJDKZJAGC9LWD=,67,0,6
4232,523GSF978T2HM6OG9W679LB6PVK90L0=,67,0,7
4233,Y17AUFB4WFNQOB2M0RG127AXU1QYC27=,67,1,0
4234,HP4YE9HNOM1EWT9CPPEPKUTPSTWJSAR=,67,1,1
4235,SEE61USXH1LR4MSOYJWBIC91YDLAXDC=,67,1,2
4236,PJF2TVNRU4YGBSLM44SBIE8RAXE9LT0=,67,1,3
4237,M5F6ODXC3EZAP303ZLA2V0F6X8U7B8L=,67,1,4
4238,R75M6FYPZ1K7CZLO5O4G5TGIIINUF9C=,67,1,5
4239,QQ7ANDDTGFDTU4RRUELU0I4UKECVRUS=,67,1,6
4240,N9NQC9467NMQX02ZHQBQVAW68UWY0M2=,67,1,7
4241,2D1HZJKT660M8ZQS7EBZ3NOOQ6XIVQX=,67,2,0
4242,PSG8SLA1ZMPGZFT4D0T2UT4UIU8YBNK=,67,2,1
4243,CAGVON2JRJCUT7IN0D1UMTYMOPBZH2Q=,67,2,2
4244,D3PC70S40MM2VHY2SCBVQ2XEY5PZQ6A=,67,2,3
4245,MQ44RLVZFQCK3LGI5YU0CDPWS6MIXIY=,67,2,4
4246,QI4GVC83L0VKMIFDKW8KIIUU110IPUB=,67,2,5
4247,7IL5DUW6DNS4DJE4UVQ4TXFV3DTKMAF=,67,2,6
4248,IGV656UZYKC8T9EEESPHWIW02XMDPKQ=,67,2,7
4249,1UGTOEZDR1WBRZZ987XJ8U85VNKUPVD=,67,3,0
4250,UBDM7CLVRPUIMSEWKT0RU7LIW7YVLZ4=,67,3,1
4251,105YRPAULIK65GQBS6VKQ57X716BWDC=,67,3,2
4252,MC5FTEFUJ3WPUE8YEJNVOZUC5F1A9J9=,67,3,3
4253,I054SQY8NGUPH359528FW2J8RDW2VM7=,67,3,4
4254,OWX9V5UY60N65M2BGEBASYLHWR6X798=,67,3,5
4255,9AXGA4TP1M5DTXGPEH0GTRGF21YIDRZ=,67,3,6
4256,AYHEJNJ65Z5UUB978ZC7HZL221U6OVP=,67,3,7
4257,P9W7PMGIEPM5ZJIZ1MHEE8MM6P5ZKUW=,67,4,0
4258,U28U2KWQ2LPXCKMTJGUZVEDFJONU59H=,67,4,1
4259,46G59JPLGGXISB3B9D30MYOF3PIBKHI=,67,4,2
4260,CXZFMQ6XHIA9TL6CPK48F1BO5O60AMY=,67,4,3
4261,ROEEI3FJDYPQRLUX2WA571JHPKORASB=,67,4,4
4262,E4AQPB2O1R0WFMNPMFR6A26K5G7CJT8=,67,4,5
4263,63H9UUYUUZ4MGYVUWKVZS2JHXUGZI2V=,67,4,6
4264,L8K0SNJ6LOTICREN93LHVOWIEQZYAJV=,67,4,7
4265,4DMP8AXNAA2SC8MZZ5B3LHPW5NRLJXP=,67,5,0
4266,MNZQJ0TJKUEQJTVQT3QWP9XG1UXVXZE=,67,5,1
4267,2QUXFO1GFS0I702J5BDJJZ2ZC1KX09E=,67,5,2
4268,XYXD3GOBFIDUHOOF50L4324FS50E6UG=,67,5,3
4269,I3F2MSD8DXIUUEAXXM34B4CB9CVQS5W=,67,5,4
4272,AJRJVBR0PH1QVVE31WE8ZQST4DC646D=,67,5,7
4273,6JID0NKGA09H8SC7SATX0HTSFAKM4MI=,67,6,0
4274,Z3WHIFL3GESJKRPWMZ9VYQ1OGWGORY0=,67,6,1
4275,9TSROCFAKD459GIXPS8MV6NETYO29LY=,67,6,2
4276,N5B3BZ16BY6KHNKX5M3MGN3BGB3CST8=,67,6,3
4277,FGX7GALB7F7T1YN8Q1KLGZPGG53E3VJ=,67,6,4
4278,36JBZ560W07OFJFYDZQO7EKIP9MJG14=,67,6,5
4279,722QDLHIJTJ4GUR5T5W46KHFP243LCR=,67,6,6
4280,ZWW7LHKOR0697JGJRA0L4OPBYWG0N5S=,67,6,7
4281,2J4BMNU8JQKV8FH7LIXZ9JB84A9CPY4=,67,7,0
4282,GE40NCNSI5T00F868WG8S0DGV91CG7C=,67,7,1
4283,9E87CKEYKF6ITAH5E3Z98HBSLFBA2IM=,67,7,2
4284,C0VMAIFXWCPZU9RTGDUF63X0ZJKFJA0=,67,7,3
4285,80OWORV0UEXIODDGLR7XDZV6VAL1EKZ=,67,7,4
4286,MW3SJ0MQ7HL848C8CUZ7K75ZN593FQL=,67,7,5
4287,KMWEUPEOM9V1SN873LIOZUJZGV13ZJI=,67,7,6
4288,BRGJYXTL1S5ETYSBQ894YD1E63JL0KH=,67,7,7
4289,0PSSNB2G0MBMT5P2XRJAH4QOCT8KHP4=,68,0,0
4290,IW4K5W9OW5UTSNB0LWJP4NCF510KDEU=,68,0,1
4291,CTVM6VHVO1YDRXRBP4FV1VQ5PZ3XMT3=,68,0,2
